z[km],p[mb],T[K],air[cm-3],o3[cm-3],o3[atm-cm/km],o2[cm-3],h2o[cm-3],co2[cm-3],no2[cm-3],beta_m_532[sr-1 km-1],sigma_m_532[km-1],beta_m_1064[sr-1 km-1],sigma_m_1064[km-1],beta_p_532[sr-1 km-1],sigma_p_532[km-1],beta_p_1064[sr-1 km-1],sigma_p_1064[km-1]
105.450,   1.337e-04,   2.116e+02,   4.770e+12,   9.287e+05,   3.453e-09,   6.647e+11,   1.610e+06,   5.158e+08,   7.814e+02,   2.829e-10,   2.465e-09,   1.713e-11,   1.492e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
105.300,   1.358e-04,   2.107e+02,   4.857e+12,   9.558e+05,   3.553e-09,   6.781e+11,   1.643e+06,   5.285e+08,   7.960e+02,   2.880e-10,   2.509e-09,   1.744e-11,   1.519e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
105.150,   1.379e-04,   2.097e+02,   4.943e+12,   9.829e+05,   3.654e-09,   6.916e+11,   1.677e+06,   5.412e+08,   8.105e+02,   2.931e-10,   2.554e-09,   1.776e-11,   1.546e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
105.000,   1.400e-04,   2.088e+02,   5.030e+12,   1.010e+06,   3.755e-09,   7.050e+11,   1.710e+06,   5.540e+08,   8.250e+02,   2.983e-10,   2.599e-09,   1.807e-11,   1.573e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
104.850,   1.454e-04,   2.084e+02,   5.236e+12,   1.123e+06,   4.173e-09,   7.409e+11,   1.802e+06,   6.070e+08,   8.609e+02,   3.105e-10,   2.705e-09,   1.881e-11,   1.637e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
104.700,   1.508e-04,   2.080e+02,   5.442e+12,   1.235e+06,   4.591e-09,   7.767e+11,   1.893e+06,   6.600e+08,   8.967e+02,   3.227e-10,   2.812e-09,   1.955e-11,   1.702e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
104.550,   1.562e-04,   2.076e+02,   5.648e+12,   1.347e+06,   5.009e-09,   8.125e+11,   1.984e+06,   7.129e+08,   9.325e+02,   3.349e-10,   2.918e-09,   2.029e-11,   1.766e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
104.400,   1.616e-04,   2.072e+02,   5.854e+12,   1.460e+06,   5.428e-09,   8.484e+11,   2.076e+06,   7.659e+08,   9.684e+02,   3.472e-10,   3.025e-09,   2.103e-11,   1.831e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
104.250,   1.670e-04,   2.067e+02,   6.061e+12,   1.572e+06,   5.846e-09,   8.842e+11,   2.168e+06,   8.189e+08,   1.004e+03,   3.594e-10,   3.131e-09,   2.177e-11,   1.895e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
104.100,   1.724e-04,   2.063e+02,   6.267e+12,   1.685e+06,   6.264e-09,   9.201e+11,   2.259e+06,   8.719e+08,   1.040e+03,   3.716e-10,   3.238e-09,   2.251e-11,   1.960e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
103.950,   1.778e-04,   2.059e+02,   6.473e+12,   1.798e+06,   6.682e-09,   9.560e+11,   2.351e+06,   9.249e+08,   1.076e+03,   3.838e-10,   3.344e-09,   2.325e-11,   2.024e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
103.800,   1.832e-04,   2.055e+02,   6.679e+12,   1.910e+06,   7.100e-09,   9.918e+11,   2.442e+06,   9.778e+08,   1.112e+03,   3.961e-10,   3.451e-09,   2.399e-11,   2.088e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
103.650,   1.886e-04,   2.051e+02,   6.885e+12,   2.022e+06,   7.519e-09,   1.028e+12,   2.533e+06,   1.031e+09,   1.148e+03,   4.083e-10,   3.557e-09,   2.473e-11,   2.153e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
103.500,   1.940e-04,   2.047e+02,   7.091e+12,   2.135e+06,   7.937e-09,   1.063e+12,   2.625e+06,   1.084e+09,   1.184e+03,   4.205e-10,   3.664e-09,   2.547e-11,   2.217e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
103.350,   1.994e-04,   2.043e+02,   7.297e+12,   2.248e+06,   8.355e-09,   1.099e+12,   2.717e+06,   1.137e+09,   1.219e+03,   4.327e-10,   3.770e-09,   2.621e-11,   2.282e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
103.200,   2.048e-04,   2.039e+02,   7.503e+12,   2.360e+06,   8.773e-09,   1.135e+12,   2.808e+06,   1.190e+09,   1.255e+03,   4.449e-10,   3.877e-09,   2.695e-11,   2.346e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
103.050,   2.102e-04,   2.035e+02,   7.709e+12,   2.472e+06,   9.191e-09,   1.171e+12,   2.899e+06,   1.243e+09,   1.291e+03,   4.572e-10,   3.983e-09,   2.769e-11,   2.411e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
102.900,   2.156e-04,   2.030e+02,   7.915e+12,   2.585e+06,   9.610e-09,   1.207e+12,   2.991e+06,   1.296e+09,   1.327e+03,   4.694e-10,   4.090e-09,   2.843e-11,   2.475e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
102.750,   2.210e-04,   2.026e+02,   8.122e+12,   2.698e+06,   1.003e-08,   1.243e+12,   3.082e+06,   1.349e+09,   1.363e+03,   4.816e-10,   4.196e-09,   2.917e-11,   2.540e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
102.600,   2.264e-04,   2.022e+02,   8.328e+12,   2.810e+06,   1.045e-08,   1.279e+12,   3.174e+06,   1.402e+09,   1.399e+03,   4.938e-10,   4.303e-09,   2.991e-11,   2.604e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
102.450,   2.318e-04,   2.018e+02,   8.534e+12,   2.923e+06,   1.086e-08,   1.314e+12,   3.266e+06,   1.455e+09,   1.434e+03,   5.060e-10,   4.409e-09,   3.065e-11,   2.668e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
102.300,   2.372e-04,   2.014e+02,   8.740e+12,   3.035e+06,   1.128e-08,   1.350e+12,   3.357e+06,   1.508e+09,   1.470e+03,   5.183e-10,   4.516e-09,   3.139e-11,   2.733e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
102.150,   2.426e-04,   2.010e+02,   8.946e+12,   3.147e+06,   1.170e-08,   1.386e+12,   3.448e+06,   1.561e+09,   1.506e+03,   5.305e-10,   4.622e-09,   3.213e-11,   2.797e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
102.000,   2.480e-04,   2.006e+02,   9.152e+12,   3.260e+06,   1.212e-08,   1.422e+12,   3.540e+06,   1.614e+09,   1.542e+03,   5.427e-10,   4.729e-09,   3.287e-11,   2.862e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
101.850,   2.534e-04,   2.002e+02,   9.358e+12,   3.373e+06,   1.254e-08,   1.458e+12,   3.632e+06,   1.667e+09,   1.578e+03,   5.549e-10,   4.835e-09,   3.361e-11,   2.926e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
101.700,   2.588e-04,   1.998e+02,   9.564e+12,   3.485e+06,   1.296e-08,   1.494e+12,   3.723e+06,   1.720e+09,   1.614e+03,   5.672e-10,   4.942e-09,   3.435e-11,   2.991e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
101.550,   2.642e-04,   1.993e+02,   9.770e+12,   3.597e+06,   1.337e-08,   1.530e+12,   3.814e+06,   1.773e+09,   1.650e+03,   5.794e-10,   5.048e-09,   3.509e-11,   3.055e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
101.400,   2.696e-04,   1.989e+02,   9.976e+12,   3.710e+06,   1.379e-08,   1.565e+12,   3.906e+06,   1.826e+09,   1.685e+03,   5.916e-10,   5.155e-09,   3.584e-11,   3.120e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
101.250,   2.750e-04,   1.985e+02,   1.018e+13,   3.822e+06,   1.421e-08,   1.601e+12,   3.998e+06,   1.878e+09,   1.721e+03,   6.038e-10,   5.261e-09,   3.658e-11,   3.184e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
101.100,   2.804e-04,   1.981e+02,   1.039e+13,   3.935e+06,   1.463e-08,   1.637e+12,   4.089e+06,   1.931e+09,   1.757e+03,   6.160e-10,   5.368e-09,   3.732e-11,   3.249e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
100.950,   2.858e-04,   1.977e+02,   1.059e+13,   4.048e+06,   1.505e-08,   1.673e+12,   4.181e+06,   1.984e+09,   1.793e+03,   6.283e-10,   5.474e-09,   3.806e-11,   3.313e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
100.800,   2.912e-04,   1.973e+02,   1.080e+13,   4.160e+06,   1.546e-08,   1.709e+12,   4.272e+06,   2.037e+09,   1.829e+03,   6.405e-10,   5.581e-09,   3.880e-11,   3.377e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
100.650,   2.966e-04,   1.969e+02,   1.101e+13,   4.272e+06,   1.588e-08,   1.745e+12,   4.363e+06,   2.090e+09,   1.865e+03,   6.527e-10,   5.687e-09,   3.954e-11,   3.442e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
100.500,   3.020e-04,   1.965e+02,   1.121e+13,   4.385e+06,   1.630e-08,   1.781e+12,   4.455e+06,   2.143e+09,   1.900e+03,   6.649e-10,   5.794e-09,   4.028e-11,   3.506e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
100.350,   3.074e-04,   1.961e+02,   1.142e+13,   4.498e+06,   1.672e-08,   1.816e+12,   4.547e+06,   2.196e+09,   1.936e+03,   6.772e-10,   5.900e-09,   4.102e-11,   3.571e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
100.200,   3.128e-04,   1.956e+02,   1.163e+13,   4.610e+06,   1.714e-08,   1.852e+12,   4.638e+06,   2.249e+09,   1.972e+03,   6.894e-10,   6.007e-09,   4.176e-11,   3.635e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
100.050,   3.182e-04,   1.952e+02,   1.183e+13,   4.722e+06,   1.756e-08,   1.888e+12,   4.729e+06,   2.302e+09,   2.008e+03,   7.016e-10,   6.113e-09,   4.250e-11,   3.700e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 99.900,   3.288e-04,   1.950e+02,   1.225e+13,   5.075e+06,   1.887e-08,   1.967e+12,   4.981e+06,   2.431e+09,   2.083e+03,   7.262e-10,   6.328e-09,   4.399e-11,   3.829e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 99.750,   3.420e-04,   1.948e+02,   1.276e+13,   5.547e+06,   2.062e-08,   2.068e+12,   5.312e+06,   2.599e+09,   2.176e+03,   7.570e-10,   6.596e-09,   4.585e-11,   3.992e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 99.600,   3.552e-04,   1.946e+02,   1.328e+13,   6.019e+06,   2.238e-08,   2.169e+12,   5.643e+06,   2.766e+09,   2.270e+03,   7.877e-10,   6.864e-09,   4.772e-11,   4.154e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 99.450,   3.684e-04,   1.944e+02,   1.380e+13,   6.491e+06,   2.413e-08,   2.270e+12,   5.974e+06,   2.933e+09,   2.364e+03,   8.185e-10,   7.132e-09,   4.958e-11,   4.316e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 99.300,   3.816e-04,   1.942e+02,   1.432e+13,   6.964e+06,   2.589e-08,   2.370e+12,   6.306e+06,   3.100e+09,   2.458e+03,   8.493e-10,   7.400e-09,   5.144e-11,   4.478e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 99.150,   3.948e-04,   1.940e+02,   1.484e+13,   7.436e+06,   2.764e-08,   2.471e+12,   6.637e+06,   3.267e+09,   2.552e+03,   8.801e-10,   7.668e-09,   5.331e-11,   4.641e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 99.000,   4.080e-04,   1.938e+02,   1.536e+13,   7.908e+06,   2.940e-08,   2.572e+12,   6.968e+06,   3.434e+09,   2.646e+03,   9.108e-10,   7.937e-09,   5.517e-11,   4.803e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 98.850,   4.212e-04,   1.936e+02,   1.588e+13,   8.380e+06,   3.115e-08,   2.673e+12,   7.299e+06,   3.601e+09,   2.740e+03,   9.416e-10,   8.205e-09,   5.704e-11,   4.965e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 98.700,   4.344e-04,   1.934e+02,   1.640e+13,   8.852e+06,   3.291e-08,   2.774e+12,   7.630e+06,   3.768e+09,   2.834e+03,   9.724e-10,   8.473e-09,   5.890e-11,   5.128e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 98.550,   4.476e-04,   1.932e+02,   1.692e+13,   9.325e+06,   3.466e-08,   2.874e+12,   7.962e+06,   3.935e+09,   2.928e+03,   1.003e-09,   8.741e-09,   6.077e-11,   5.290e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 98.400,   4.608e-04,   1.930e+02,   1.744e+13,   9.797e+06,   3.642e-08,   2.975e+12,   8.293e+06,   4.102e+09,   3.022e+03,   1.034e-09,   9.009e-09,   6.263e-11,   5.452e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 98.250,   4.740e-04,   1.928e+02,   1.795e+13,   1.027e+07,   3.817e-08,   3.076e+12,   8.624e+06,   4.269e+09,   3.116e+03,   1.065e-09,   9.277e-09,   6.449e-11,   5.615e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 98.100,   4.872e-04,   1.926e+02,   1.847e+13,   1.074e+07,   3.993e-08,   3.177e+12,   8.955e+06,   4.437e+09,   3.209e+03,   1.096e-09,   9.546e-09,   6.636e-11,   5.777e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 97.950,   5.004e-04,   1.924e+02,   1.899e+13,   1.121e+07,   4.169e-08,   3.278e+12,   9.286e+06,   4.604e+09,   3.303e+03,   1.126e-09,   9.814e-09,   6.822e-11,   5.939e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 97.800,   5.136e-04,   1.922e+02,   1.951e+13,   1.169e+07,   4.344e-08,   3.378e+12,   9.618e+06,   4.771e+09,   3.397e+03,   1.157e-09,   1.008e-08,   7.009e-11,   6.101e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 97.650,   5.268e-04,   1.920e+02,   2.003e+13,   1.216e+07,   4.520e-08,   3.479e+12,   9.949e+06,   4.938e+09,   3.491e+03,   1.188e-09,   1.035e-08,   7.195e-11,   6.264e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 97.500,   5.400e-04,   1.918e+02,   2.055e+13,   1.263e+07,   4.695e-08,   3.580e+12,   1.028e+07,   5.105e+09,   3.585e+03,   1.219e-09,   1.062e-08,   7.382e-11,   6.426e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 97.350,   5.532e-04,   1.915e+02,   2.107e+13,   1.310e+07,   4.871e-08,   3.681e+12,   1.061e+07,   5.272e+09,   3.679e+03,   1.249e-09,   1.089e-08,   7.568e-11,   6.588e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 97.200,   5.664e-04,   1.913e+02,   2.159e+13,   1.357e+07,   5.046e-08,   3.782e+12,   1.094e+07,   5.439e+09,   3.773e+03,   1.280e-09,   1.115e-08,   7.754e-11,   6.751e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 97.050,   5.796e-04,   1.911e+02,   2.211e+13,   1.405e+07,   5.222e-08,   3.882e+12,   1.127e+07,   5.606e+09,   3.867e+03,   1.311e-09,   1.142e-08,   7.941e-11,   6.913e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 96.900,   5.928e-04,   1.909e+02,   2.263e+13,   1.452e+07,   5.397e-08,   3.983e+12,   1.160e+07,   5.773e+09,   3.961e+03,   1.342e-09,   1.169e-08,   8.127e-11,   7.075e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 96.750,   6.060e-04,   1.907e+02,   2.314e+13,   1.499e+07,   5.573e-08,   4.084e+12,   1.194e+07,   5.940e+09,   4.054e+03,   1.372e-09,   1.196e-08,   8.314e-11,   7.237e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 96.600,   6.192e-04,   1.905e+02,   2.366e+13,   1.546e+07,   5.748e-08,   4.185e+12,   1.227e+07,   6.108e+09,   4.148e+03,   1.403e-09,   1.223e-08,   8.500e-11,   7.400e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 96.450,   6.324e-04,   1.903e+02,   2.418e+13,   1.594e+07,   5.924e-08,   4.286e+12,   1.260e+07,   6.275e+09,   4.242e+03,   1.434e-09,   1.250e-08,   8.687e-11,   7.562e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 96.300,   6.456e-04,   1.901e+02,   2.470e+13,   1.641e+07,   6.099e-08,   4.386e+12,   1.293e+07,   6.442e+09,   4.336e+03,   1.465e-09,   1.276e-08,   8.873e-11,   7.724e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 96.150,   6.588e-04,   1.899e+02,   2.522e+13,   1.688e+07,   6.275e-08,   4.487e+12,   1.326e+07,   6.609e+09,   4.430e+03,   1.496e-09,   1.303e-08,   9.059e-11,   7.887e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 96.000,   6.720e-04,   1.897e+02,   2.574e+13,   1.735e+07,   6.451e-08,   4.588e+12,   1.359e+07,   6.776e+09,   4.524e+03,   1.526e-09,   1.330e-08,   9.246e-11,   8.049e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 95.850,   6.852e-04,   1.895e+02,   2.626e+13,   1.782e+07,   6.626e-08,   4.689e+12,   1.392e+07,   6.943e+09,   4.618e+03,   1.557e-09,   1.357e-08,   9.432e-11,   8.211e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 95.700,   6.984e-04,   1.893e+02,   2.678e+13,   1.830e+07,   6.802e-08,   4.790e+12,   1.425e+07,   7.110e+09,   4.712e+03,   1.588e-09,   1.384e-08,   9.619e-11,   8.373e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 95.550,   7.116e-04,   1.891e+02,   2.730e+13,   1.877e+07,   6.977e-08,   4.890e+12,   1.459e+07,   7.277e+09,   4.806e+03,   1.619e-09,   1.410e-08,   9.805e-11,   8.536e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 95.400,   7.248e-04,   1.889e+02,   2.782e+13,   1.924e+07,   7.153e-08,   4.991e+12,   1.492e+07,   7.444e+09,   4.900e+03,   1.649e-09,   1.437e-08,   9.992e-11,   8.698e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 95.250,   7.380e-04,   1.887e+02,   2.834e+13,   1.971e+07,   7.328e-08,   5.092e+12,   1.525e+07,   7.612e+09,   4.994e+03,   1.680e-09,   1.464e-08,   1.018e-10,   8.860e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 95.100,   7.512e-04,   1.885e+02,   2.885e+13,   2.019e+07,   7.504e-08,   5.193e+12,   1.558e+07,   7.779e+09,   5.087e+03,   1.711e-09,   1.491e-08,   1.036e-10,   9.023e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 94.950,   7.708e-04,   1.884e+02,   2.962e+13,   2.080e+07,   7.730e-08,   5.343e+12,   1.625e+07,   8.032e+09,   5.230e+03,   1.757e-09,   1.531e-08,   1.064e-10,   9.262e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 94.800,   8.032e-04,   1.883e+02,   3.088e+13,   2.168e+07,   8.059e-08,   5.594e+12,   1.760e+07,   8.458e+09,   5.468e+03,   1.831e-09,   1.596e-08,   1.109e-10,   9.657e-10,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 94.650,   8.356e-04,   1.883e+02,   3.215e+13,   2.256e+07,   8.388e-08,   5.844e+12,   1.894e+07,   8.885e+09,   5.706e+03,   1.906e-09,   1.661e-08,   1.155e-10,   1.005e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 94.500,   8.680e-04,   1.882e+02,   3.341e+13,   2.345e+07,   8.717e-08,   6.094e+12,   2.029e+07,   9.311e+09,   5.945e+03,   1.981e-09,   1.726e-08,   1.200e-10,   1.045e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 94.350,   9.004e-04,   1.882e+02,   3.467e+13,   2.434e+07,   9.046e-08,   6.344e+12,   2.164e+07,   9.737e+09,   6.184e+03,   2.056e-09,   1.792e-08,   1.245e-10,   1.084e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 94.200,   9.328e-04,   1.882e+02,   3.594e+13,   2.522e+07,   9.375e-08,   6.594e+12,   2.298e+07,   1.016e+10,   6.422e+03,   2.131e-09,   1.857e-08,   1.291e-10,   1.124e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 94.050,   9.652e-04,   1.881e+02,   3.720e+13,   2.610e+07,   9.704e-08,   6.845e+12,   2.433e+07,   1.059e+10,   6.660e+03,   2.206e-09,   1.922e-08,   1.336e-10,   1.163e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 93.900,   9.976e-04,   1.881e+02,   3.846e+13,   2.699e+07,   1.003e-07,   7.095e+12,   2.568e+07,   1.102e+10,   6.899e+03,   2.281e-09,   1.987e-08,   1.382e-10,   1.203e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 93.750,   1.030e-03,   1.880e+02,   3.972e+13,   2.788e+07,   1.036e-07,   7.345e+12,   2.702e+07,   1.144e+10,   7.138e+03,   2.356e-09,   2.053e-08,   1.427e-10,   1.242e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 93.600,   1.062e-03,   1.880e+02,   4.099e+13,   2.876e+07,   1.069e-07,   7.595e+12,   2.837e+07,   1.187e+10,   7.376e+03,   2.431e-09,   2.118e-08,   1.472e-10,   1.282e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 93.450,   1.095e-03,   1.879e+02,   4.225e+13,   2.965e+07,   1.102e-07,   7.845e+12,   2.972e+07,   1.230e+10,   7.615e+03,   2.505e-09,   2.183e-08,   1.518e-10,   1.321e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 93.300,   1.127e-03,   1.879e+02,   4.351e+13,   3.053e+07,   1.135e-07,   8.096e+12,   3.107e+07,   1.272e+10,   7.853e+03,   2.580e-09,   2.248e-08,   1.563e-10,   1.361e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 93.150,   1.160e-03,   1.878e+02,   4.478e+13,   3.141e+07,   1.168e-07,   8.346e+12,   3.241e+07,   1.315e+10,   8.091e+03,   2.655e-09,   2.314e-08,   1.608e-10,   1.400e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 93.000,   1.192e-03,   1.878e+02,   4.604e+13,   3.230e+07,   1.201e-07,   8.596e+12,   3.376e+07,   1.357e+10,   8.330e+03,   2.730e-09,   2.379e-08,   1.654e-10,   1.440e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 92.850,   1.224e-03,   1.878e+02,   4.730e+13,   3.319e+07,   1.234e-07,   8.846e+12,   3.511e+07,   1.400e+10,   8.569e+03,   2.805e-09,   2.444e-08,   1.699e-10,   1.479e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 92.700,   1.257e-03,   1.877e+02,   4.857e+13,   3.407e+07,   1.267e-07,   9.096e+12,   3.645e+07,   1.443e+10,   8.807e+03,   2.880e-09,   2.509e-08,   1.744e-10,   1.519e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 92.550,   1.289e-03,   1.877e+02,   4.983e+13,   3.495e+07,   1.299e-07,   9.347e+12,   3.780e+07,   1.485e+10,   9.045e+03,   2.955e-09,   2.575e-08,   1.790e-10,   1.558e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 92.400,   1.322e-03,   1.876e+02,   5.109e+13,   3.584e+07,   1.332e-07,   9.597e+12,   3.915e+07,   1.528e+10,   9.284e+03,   3.030e-09,   2.640e-08,   1.835e-10,   1.598e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 92.250,   1.354e-03,   1.876e+02,   5.235e+13,   3.672e+07,   1.365e-07,   9.847e+12,   4.050e+07,   1.571e+10,   9.522e+03,   3.105e-09,   2.705e-08,   1.881e-10,   1.637e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 92.100,   1.386e-03,   1.875e+02,   5.362e+13,   3.761e+07,   1.398e-07,   1.010e+13,   4.184e+07,   1.613e+10,   9.761e+03,   3.180e-09,   2.770e-08,   1.926e-10,   1.677e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 91.950,   1.419e-03,   1.875e+02,   5.488e+13,   3.850e+07,   1.431e-07,   1.035e+13,   4.319e+07,   1.656e+10,   1.000e+04,   3.254e-09,   2.836e-08,   1.971e-10,   1.716e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 91.800,   1.451e-03,   1.874e+02,   5.614e+13,   3.938e+07,   1.464e-07,   1.060e+13,   4.454e+07,   1.698e+10,   1.024e+04,   3.329e-09,   2.901e-08,   2.017e-10,   1.756e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 91.650,   1.484e-03,   1.874e+02,   5.741e+13,   4.026e+07,   1.497e-07,   1.085e+13,   4.588e+07,   1.741e+10,   1.048e+04,   3.404e-09,   2.966e-08,   2.062e-10,   1.795e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 91.500,   1.516e-03,   1.873e+02,   5.867e+13,   4.115e+07,   1.530e-07,   1.110e+13,   4.723e+07,   1.784e+10,   1.072e+04,   3.479e-09,   3.031e-08,   2.107e-10,   1.835e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 91.350,   1.548e-03,   1.873e+02,   5.993e+13,   4.204e+07,   1.563e-07,   1.135e+13,   4.858e+07,   1.826e+10,   1.095e+04,   3.554e-09,   3.097e-08,   2.153e-10,   1.874e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 91.200,   1.581e-03,   1.873e+02,   6.120e+13,   4.292e+07,   1.596e-07,   1.160e+13,   4.992e+07,   1.869e+10,   1.119e+04,   3.629e-09,   3.162e-08,   2.198e-10,   1.914e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 91.050,   1.613e-03,   1.872e+02,   6.246e+13,   4.380e+07,   1.628e-07,   1.185e+13,   5.127e+07,   1.912e+10,   1.143e+04,   3.704e-09,   3.227e-08,   2.244e-10,   1.953e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 90.900,   1.646e-03,   1.872e+02,   6.372e+13,   4.469e+07,   1.661e-07,   1.210e+13,   5.262e+07,   1.954e+10,   1.167e+04,   3.779e-09,   3.293e-08,   2.289e-10,   1.993e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
